Gene stable ID	Gene name	AFFY Zebrafish probe
ENSDARG00000042848	pcmtl	Dr.17655.1.A1_at
ENSDARG00000068191	cdh15	Dr.2959.1.A1_at
ENSDARG00000097102	si:ch73-281n10.2	Dr.25683.2.A1_at
ENSDARG00000044968	vcla	Dr.10630.1.A1_at
ENSDARG00000058256	draxin	Dr.8705.1.A1_at
ENSDARG00000057121		Dr.96.1.A1_at
ENSDARG00000097102	si:ch73-281n10.2	Dr.25683.2.A1_at
ENSDARG00000097102	si:ch73-281n10.2	Dr.25683.2.A1_at
ENSDARG00000054162	nfatc4	Dr.9488.1.A1_at
ENSDARG00000043877	mmachc	Dr.13664.1.S1_at
ENSDARG00000003027	scnm1	Dr.8454.1.A1_at
ENSDARG00000052148	ptgs1	Dr.18294.1.S1_at
ENSDARG00000052856	khdrbs1a	Dr.18282.1.S1_a_at
ENSDARG00000052856	khdrbs1a	Dr.18282.7.S1_a_at
ENSDARG00000017653	rgs13	Dr.17774.2.A1_at
ENSDARG00000043877	mmachc	Dr.13664.1.S1_at
ENSDARG00000037238	smad5	Dr.20558.1.S1_at
ENSDARG00000052856	khdrbs1a	Dr.18282.1.S1_a_at
ENSDARG00000052856	khdrbs1a	Dr.18282.4.A1_at
ENSDARG00000003027	scnm1	Dr.8454.1.A1_at
ENSDARG00000052856	khdrbs1a	Dr.18282.7.S1_a_at
ENSDARG00000088877	smarcd2	Dr.23049.1.A1_at
ENSDARG00000071872	zdhhc15b	Dr.1660.1.A1_at
ENSDARG00000091234	si:ch73-335l21.4	Dr.15991.1.S1_at
ENSDARG00000034013	rgmd	Dr.4550.1.A1_at
ENSDARG00000025302	dixdc1a	Dr.11043.1.A1_at
ENSDARG00000055100	cxcl12b	Dr.61.1.A1_at
ENSDARG00000034013	rgmd	Dr.4550.1.A1_at
ENSDARG00000100588	rpl36	Dr.1335.1.S1_at
ENSDARG00000025302	dixdc1a	Dr.11043.1.A1_at
ENSDARG00000034013	rgmd	Dr.4550.1.A1_at
ENSDARG00000091234	si:ch73-335l21.4	Dr.15991.1.S1_at
ENSDARG00000100588	rpl36	Dr.1335.1.S1_at
ENSDARG00000071872	zdhhc15b	Dr.1660.1.A1_at
ENSDARG00000100422	ptpro	Dr.9411.1.A1_a_at
ENSDARG00000100422	ptpro	Dr.9411.2.A1_at
ENSDARG00000077513	ppp1r3da	Dr.18404.1.A1_at
ENSDARG00000100422	ptpro	Dr.9411.1.A1_a_at
ENSDARG00000100422	ptpro	Dr.9411.2.A1_at
ENSDARG00000039346	ndufa5	Dr.14362.1.S1_at
ENSDARG00000053452	pop5	Dr.3957.1.S1_at
ENSDARG00000086699	smim15	Dr.18007.1.S1_at
ENSDARG00000039346	ndufa5	Dr.14362.1.S1_at
ENSDARG00000025757	tspan35	Dr.12508.1.A1_at
ENSDARG00000102080	mif4gda	Dr.26475.1.S1_at
ENSDARG00000053452	pop5	Dr.3957.1.S1_at
ENSDARG00000067717	tomm7	Dr.23493.1.S1_at
ENSDARG00000103149	cog6	Dr.25106.1.S1_at
ENSDARG00000071036	si:dkey-286j15.3	Dr.16696.1.S1_at
ENSDARG00000099143	fnta	Dr.11733.1.A1_at
ENSDARG00000071036	si:dkey-286j15.3	Dr.16696.1.S1_at
ENSDARG00000071683	zfr2	Dr.23818.1.A1_at
ENSDARG00000071683	zfr2	Dr.19504.1.A1_at
ENSDARG00000071036	si:dkey-286j15.3	Dr.16696.1.S1_at
ENSDARG00000013207	zeb1b	Dr.10709.1.S1_at
ENSDARG00000014849	pih1d2	Dr.15544.1.A1_at
ENSDARG00000098105	tmem106c	Dr.14885.1.A1_at
ENSDARG00000098105	tmem106c	Dr.14885.1.A1_at
ENSDARG00000098105	tmem106c	Dr.14885.1.A1_at
ENSDARG00000071683	zfr2	Dr.23818.1.A1_at
ENSDARG00000071683	zfr2	Dr.19504.1.A1_at
ENSDARG00000103149	cog6	Dr.25106.1.S1_at
ENSDARG00000008936	sec11a	Dr.7472.1.A1_at
ENSDARG00000051800	fnbp4	Dr.15154.1.S1_at
ENSDARG00000051800	fnbp4	Dr.4003.1.A1_at
ENSDARG00000069980	lman1	Dr.6822.1.A1_at
ENSDARG00000036180	ccnb2	Dr.7310.1.S1_at
ENSDARG00000018961	gtpbp4	Dr.7972.1.S1_at
ENSDARG00000079712	gal3st4	Dr.21195.1.A1_at
ENSDARG00000011510	rcc2	Dr.828.1.A1_at
ENSDARG00000089355	si:dkeyp-121d4.3	Dr.24188.1.S1_at
ENSDARG00000022974	wdr13	Dr.174.1.A1_at
ENSDARG00000007671	ghrb	Dr.15320.1.S1_at
ENSDARG00000007671	ghrb	Dr.17742.1.A1_at
ENSDARG00000102105	dad1	Dr.20170.1.S1_at
ENSDARG00000100584	ccdc40	Dr.25001.1.A1_at
ENSDARG00000022974	wdr13	Dr.174.1.A1_at
ENSDARG00000074675	pan2	Dr.2690.1.A1_at
ENSDARG00000036180	ccnb2	Dr.7310.1.S1_at
ENSDARG00000007671	ghrb	Dr.15320.1.S1_at
ENSDARG00000026489	khsrp	Dr.9445.1.S1_at
ENSDARG00000061311	znf438	Dr.15143.1.A1_at
ENSDARG00000007671	ghrb	Dr.17742.1.A1_at
ENSDARG00000070131	rpp25l	Dr.11966.1.A1_at
ENSDARG00000040453	wdfy2	Dr.18512.1.A1_at
ENSDARG00000076624	ptprb	Dr.12345.1.A1_at
ENSDARG00000022974	wdr13	Dr.174.1.A1_at
ENSDARG00000057113	c6	Dr.16392.1.A1_at
ENSDARG00000042116	trim35-40	Dr.16137.1.A1_at
ENSDARG00000016256	nudt3a	Dr.17355.1.S1_at
ENSDARG00000040453	wdfy2	Dr.18512.1.A1_at
ENSDARG00000070786	znf770	Dr.3620.1.A1_at
ENSDARG00000076624	ptprb	Dr.12345.1.A1_at
ENSDARG00000070786	znf770	Dr.3620.1.A1_at
ENSDARG00000069601	snx30	Dr.18484.1.A1_at
ENSDARG00000022974	wdr13	Dr.174.1.A1_at
ENSDARG00000034677	scel	Dr.9252.1.A1_at
ENSDARG00000038900	acadm	Dr.7343.1.S1_at
ENSDARG00000038900	acadm	Dr.7343.1.S1_at
ENSDARG00000060885	znf592	Dr.15208.1.A1_at
ENSDARG00000060885	znf592	Dr.15208.1.A1_at
ENSDARG00000035821	si:ch211-173p18.3	Dr.26089.2.A1_at
ENSDARG00000035821	si:ch211-173p18.3	Dr.11987.1.A1_at
ENSDARG00000027141	ube2l3b	Dr.17481.1.S1_at
ENSDARG00000077045	scg5	Dr.12487.1.A1_at
ENSDARG00000090634	smim29	Dr.3972.1.S1_at
ENSDARG00000095139	CR388373.2	Dr.13119.1.S1_at
ENSDARG00000034677	scel	Dr.9252.1.A1_at
ENSDARG00000077045	scg5	Dr.12487.1.A1_at
ENSDARG00000012467	spint1b	Dr.18387.1.A1_s_at
ENSDARG00000034677	scel	Dr.9252.1.A1_at
ENSDARG00000036482	hexim1	Dr.6862.1.A1_at
ENSDARG00000035821	si:ch211-173p18.3	Dr.11987.1.A1_at
ENSDARG00000012467	spint1b	Dr.18387.1.A1_s_at
ENSDARG00000011770	dhrs12	Dr.2906.1.S1_at
ENSDARG00000056550	tango2	Dr.6766.1.A1_at
ENSDARG00000089372	clk4a	Dr.26433.1.S1_at
ENSDARG00000070155	tuba8l3	Dr.20214.1.A1_at
ENSDARG00000089372	clk4a	Dr.26433.1.S1_at
ENSDARG00000043361	nck2b	Dr.2658.1.A1_at
ENSDARG00000043361	nck2b	Dr.19787.1.S1_a_at
ENSDARG00000076891	rfxap	Dr.12444.1.A1_at
ENSDARG00000077081	slc38a10	Dr.4536.1.A1_at
ENSDARG00000057113	c6	Dr.16392.1.A1_at
ENSDARG00000077081	slc38a10	Dr.4536.1.A1_at
ENSDARG00000077081	slc38a10	Dr.4536.1.A1_at
ENSDARG00000087196	fibinb	Dr.159.1.A1_at
ENSDARG00000057113	c6	Dr.16392.1.A1_at
ENSDARG00000057113	c6	Dr.16392.1.A1_at
ENSDARG00000057113	c6	Dr.16392.1.A1_at
ENSDARG00000102887	abhd4	Dr.14922.1.A1_at
ENSDARG00000012672	gtf2e2	Dr.51.1.S1_at
ENSDARG00000032319	mest	Dr.8060.1.S1_at
ENSDARG00000057113	c6	Dr.16392.1.A1_at
ENSDARG00000014690	rps4x	Dr.4412.4.S1_at
ENSDARG00000003383	asb8	Dr.26472.1.S1_at
ENSDARG00000094185	AL954149.2	Dr.24664.1.S1_at
ENSDARG00000003383	asb8	Dr.26472.1.S1_at
ENSDARG00000040198	fstl5	Dr.15215.1.A1_at
ENSDARG00000032319	mest	Dr.8060.1.S1_at
ENSDARG00000003383	asb8	Dr.26472.1.S1_at
ENSDARG00000061168	dhx34	Dr.23984.1.A1_at
ENSDARG00000014690	rps4x	Dr.4412.4.S1_at
ENSDARG00000061168	dhx34	Dr.23984.1.A1_at
ENSDARG00000014690	rps4x	Dr.4412.4.S1_at
ENSDARG00000014690	rps4x	Dr.4412.4.S1_at
ENSDARG00000004301	rhogb	Dr.9665.1.S1_at
ENSDARG00000024829	tnw	Dr.20167.1.S1_at
ENSDARG00000007385	cct7	Dr.134.1.S1_a_at
ENSDARG00000024829	tnw	Dr.20167.1.S1_at
ENSDARG00000043643	ehbp1	Dr.2800.1.A1_at
ENSDARG00000003098	kdm5bb	Dr.11022.1.A1_at
ENSDARG00000040198	fstl5	Dr.15215.1.A1_at
ENSDARG00000007722	nudt8	Dr.18977.1.A1_at
ENSDARG00000035924	dync1li2	Dr.3237.1.A1_at
ENSDARG00000024829	tnw	Dr.20167.1.S1_at
ENSDARG00000057736	ano10a	Dr.8417.1.S1_at
ENSDARG00000104242	dcp2	Dr.15210.1.S1_at
ENSDARG00000040192	nenf	Dr.400.1.A1_at
ENSDARG00000024829	tnw	Dr.20167.1.S1_at
ENSDARG00000008141	rbl1	Dr.6209.1.S1_at
ENSDARG00000037378	qdprb1	Dr.7795.2.A1_at
ENSDARG00000037378	qdprb1	Dr.7795.1.S1_at
ENSDARG00000003098	kdm5bb	Dr.11022.1.A1_at
ENSDARG00000040192	nenf	Dr.400.1.A1_at
ENSDARG00000104242	dcp2	Dr.15210.1.S1_at
ENSDARG00000037804	phlda3	Dr.11242.1.A1_at
ENSDARG00000059722	ubac1	Dr.25443.1.A1_at
ENSDARG00000016318	med7	Dr.6666.1.S1_at
ENSDARG00000008141	rbl1	Dr.6209.1.S1_at
ENSDARG00000037378	qdprb1	Dr.7795.2.A1_at
ENSDARG00000037378	qdprb1	Dr.7795.1.S1_at
ENSDARG00000003098	kdm5bb	Dr.11022.1.A1_at
ENSDARG00000024829	tnw	Dr.20167.1.S1_at
ENSDARG00000059722	ubac1	Dr.25443.1.A1_at
ENSDARG00000012593	col5a1	Dr.24345.1.A1_at
ENSDARG00000012593	col5a1	Dr.18141.1.A1_at
ENSDARG00000012593	col5a1	Dr.17775.1.A1_at
ENSDARG00000008141	rbl1	Dr.6209.1.S1_at
ENSDARG00000012593	col5a1	Dr.18141.1.A1_at
ENSDARG00000012593	col5a1	Dr.17775.1.A1_at
ENSDARG00000075048	lonrf1	Dr.23741.1.S1_at
ENSDARG00000015254	fzr1a	Dr.1107.1.S1_at
ENSDARG00000016363	her8a	Dr.25187.1.S1_a_at
ENSDARG00000090160	si:dkey-156k2.3	Dr.6117.1.S1_at
ENSDARG00000090160	si:dkey-156k2.3	Dr.6117.1.S1_at
ENSDARG00000010789	homer3b	Dr.16258.1.S1_at
ENSDARG00000076755	ap5s1	Dr.15731.1.S1_at
ENSDARG00000076755	ap5s1	Dr.15731.2.S1_at
ENSDARG00000076755	ap5s1	Dr.15731.1.S1_a_at
ENSDARG00000052703	cisd2	Dr.26471.1.S1_at
ENSDARG00000090160	si:dkey-156k2.3	Dr.6117.1.S1_at
ENSDARG00000056128	fastkd1	Dr.17988.1.A1_at
ENSDARG00000016363	her8a	Dr.25187.1.S1_a_at
ENSDARG00000076755	ap5s1	Dr.15731.1.S1_at
ENSDARG00000076755	ap5s1	Dr.15731.1.S1_a_at
ENSDARG00000010789	homer3b	Dr.16258.1.S1_at
ENSDARG00000076755	ap5s1	Dr.15731.1.S1_at
ENSDARG00000076755	ap5s1	Dr.15731.1.S1_a_at
ENSDARG00000030703	otx1a	Dr.5771.1.S1_at
ENSDARG00000040190	qdpra	Dr.7955.1.A1_at
ENSDARG00000040190	qdpra	Dr.19525.1.S1_at
ENSDARG00000040190	qdpra	Dr.19525.2.A1_at
ENSDARG00000045421	stard3nl	Dr.14048.1.A1_at
ENSDARG00000035954	tdp2b	Dr.18071.1.S1_at
ENSDARG00000035954	tdp2b	Dr.18071.2.A1_at
ENSDARG00000071724	ankha	Dr.22947.1.A1_at
ENSDARG00000035954	tdp2b	Dr.18071.1.S1_at
ENSDARG00000035954	tdp2b	Dr.18071.2.A1_at
ENSDARG00000102765	lonp1	Dr.3918.1.A1_at
ENSDARG00000062370	bcl2l13	Dr.25710.1.A1_at
ENSDARG00000062370	bcl2l13	Dr.9893.1.A1_at
ENSDARG00000007943	gabpb2a	Dr.16630.1.S1_at
ENSDARG00000007943	gabpb2a	Dr.6925.1.A1_at
ENSDARG00000058354	selt1a	Dr.2952.1.S1_at
ENSDARG00000029011	xpnpep1	Dr.122.1.S1_at
ENSDARG00000071724	ankha	Dr.22947.1.A1_at
ENSDARG00000058354	selt1a	Dr.2952.1.S1_at
ENSDARG00000071724	ankha	Dr.22947.1.A1_at
ENSDARG00000042671	c2h1orf27	Dr.12563.1.A1_at
ENSDARG00000058354	selt1a	Dr.2952.1.S1_at
ENSDARG00000034823	copg2	Dr.10319.1.S1_at
ENSDARG00000034823	copg2	Dr.10319.2.S1_a_at
ENSDARG00000029011	xpnpep1	Dr.122.1.S1_at
ENSDARG00000042671	c2h1orf27	Dr.12563.1.A1_at
ENSDARG00000034823	copg2	Dr.10319.2.S1_a_at
ENSDARG00000041619	gnb2l1	Dr.1368.1.S1_a_at
ENSDARG00000008235	cog5	Dr.14412.1.A1_at
ENSDARG00000018574	sf3b4	Dr.1505.1.S1_at
ENSDARG00000098075	sh3bgrl3	Dr.6288.1.S1_at
ENSDARG00000062873	slc2a11l	Dr.12256.1.A1_at
ENSDARG00000006527	brd3a	Dr.15027.1.S1_at
ENSDARG00000006527	brd3a	Dr.20484.1.S1_at
ENSDARG00000028058	traf6	Dr.15109.1.A1_at
ENSDARG00000062532	fam21c	Dr.3415.1.A1_at
ENSDARG00000006527	brd3a	Dr.15027.1.S1_at
ENSDARG00000006527	brd3a	Dr.20484.1.S1_at
ENSDARG00000041735	tmem237a	Dr.14315.1.A1_at
ENSDARG00000038422	entpd4	Dr.7164.1.A1_at
ENSDARG00000006527	brd3a	Dr.4595.1.A1_at
ENSDARG00000010965	psma8	Dr.23788.4.S1_at
ENSDARG00000027916	fntb	Dr.3093.1.A1_at
ENSDARG00000006527	brd3a	Dr.4595.1.A1_at
ENSDARG00000006527	brd3a	Dr.15027.1.S1_at
ENSDARG00000062532	fam21c	Dr.3415.1.A1_at
ENSDARG00000090223	msl1b	Dr.4008.2.S1_at
ENSDARG00000090223	msl1b	Dr.4008.1.A1_at
ENSDARG00000090223	msl1b	Dr.4008.2.S1_a_at
ENSDARG00000041619	gnb2l1	Dr.1368.1.S1_a_at
ENSDARG00000010965	psma8	Dr.23788.4.S1_at
ENSDARG00000062873	slc2a11l	Dr.12256.1.A1_at
ENSDARG00000006527	brd3a	Dr.15027.1.S1_at
ENSDARG00000062873	slc2a11l	Dr.12256.1.A1_at
ENSDARG00000090223	msl1b	Dr.4008.2.S1_at
ENSDARG00000040864	si:dkey-286j15.1	Dr.15101.1.S1_at
ENSDARG00000013477	gata1a	Dr.355.1.S1_at
ENSDARG00000041735	tmem237a	Dr.14315.1.A1_at
ENSDARG00000013477	gata1a	Dr.355.1.S1_at
ENSDARG00000063446	iba57	Dr.14323.1.A1_at
ENSDARG00000032619	tob1a	Dr.4590.1.A1_at
ENSDARG00000075437	shc1	Dr.12113.1.A1_at
ENSDARG00000053979	bc2	Dr.2361.1.S1_at
ENSDARG00000053979	bc2	Dr.2361.1.S1_at
ENSDARG00000015917	rnft1	Dr.6887.1.A1_at
ENSDARG00000094165	BX649434.1	Dr.4590.1.A1_at
ENSDARG00000053979	bc2	Dr.2361.1.S1_at
ENSDARG00000074271	wrb	Dr.16768.1.A1_at
ENSDARG00000074271	wrb	Dr.16768.2.S1_at
ENSDARG00000042522	katnbl1	Dr.1823.2.S1_at
ENSDARG00000042522	katnbl1	Dr.1823.1.A1_at
ENSDARG00000042522	katnbl1	Dr.1823.2.S1_at
ENSDARG00000042522	katnbl1	Dr.1823.1.A1_at
ENSDARG00000023967	atp6v1c1a	Dr.14783.1.S1_at
ENSDARG00000042522	katnbl1	Dr.1823.2.S1_at
ENSDARG00000057738	hells	Dr.4544.1.S1_at
ENSDARG00000057738	hells	Dr.26546.1.A1_at
ENSDARG00000017311	gpsm2	Dr.12730.1.A1_at
ENSDARG00000042522	katnbl1	Dr.1823.2.S1_at
ENSDARG00000007250	use1	Dr.5969.1.S1_at
ENSDARG00000044261	si:ch211-243g18.2	Dr.9236.1.A1_at
ENSDARG00000044261	si:ch211-243g18.2	Dr.9236.2.A1_at
ENSDARG00000058710	terf1	Dr.25530.1.A1_at
ENSDARG00000058710	terf1	Dr.25530.1.A1_s_at
ENSDARG00000008748	ube2na	Dr.5512.1.S1_at
ENSDARG00000019706	zar1	Dr.12340.1.A1_at
ENSDARG00000007250	use1	Dr.5969.1.S1_at
ENSDARG00000019706	zar1	Dr.12340.1.A1_at
ENSDARG00000058710	terf1	Dr.25530.1.A1_at
ENSDARG00000058710	terf1	Dr.25530.1.A1_s_at
ENSDARG00000044261	si:ch211-243g18.2	Dr.9236.1.A1_at
ENSDARG00000098942	rp9	Dr.16501.1.S1_at
ENSDARG00000069314	tmem199	Dr.24936.1.S1_at
ENSDARG00000069314	tmem199	Dr.16015.1.S1_at
ENSDARG00000014083	wdr82	Dr.4587.1.S1_at
ENSDARG00000098367	srp54	Dr.7990.1.S1_at
ENSDARG00000069314	tmem199	Dr.24936.1.S1_at
ENSDARG00000069314	tmem199	Dr.16015.1.S1_at
ENSDARG00000098942	rp9	Dr.16501.1.S1_at
ENSDARG00000098942	rp9	Dr.16501.1.S1_at
ENSDARG00000098367	srp54	Dr.7990.1.S1_at
ENSDARG00000017311	gpsm2	Dr.12730.1.A1_at
ENSDARG00000094673	rhoab	Dr.7824.1.S1_at
ENSDARG00000076239	si:ch211-74f19.2	Dr.13668.1.A1_at
ENSDARG00000014165	ssr3	Dr.297.1.S1_at
ENSDARG00000011466	afg1la	Dr.17215.1.A1_at
ENSDARG00000063212	prmt2	Dr.14510.1.A1_at
ENSDARG00000094673	rhoab	Dr.7824.1.S1_at
ENSDARG00000044437	cdca5	Dr.5431.1.A1_at
ENSDARG00000094673	rhoab	Dr.7824.1.S1_at
ENSDARG00000002720	utp15	Dr.3262.1.S1_at
ENSDARG00000015314	zc4h2	Dr.10804.1.S1_at
ENSDARG00000016903	wdr5	Dr.13376.1.S2_at
ENSDARG00000016903	wdr5	Dr.13376.1.S1_at
ENSDARG00000043180	gpd1b	Dr.3275.1.A1_at
ENSDARG00000014165	ssr3	Dr.297.1.S1_at
ENSDARG00000017311	gpsm2	Dr.12730.1.A1_at
ENSDARG00000068787	slc6a17	Dr.16965.1.S1_at
ENSDARG00000094673	rhoab	Dr.7824.1.S1_at
ENSDARG00000002720	utp15	Dr.3262.1.S1_at
ENSDARG00000011466	afg1la	Dr.17215.1.A1_at
ENSDARG00000036135	bbox1	Dr.6143.1.A1_at
ENSDARG00000068787	slc6a17	Dr.16965.1.S1_at
ENSDARG00000043180	gpd1b	Dr.3275.1.A1_at
ENSDARG00000026098	si:dkey-13a21.4	Dr.26150.1.A1_at
ENSDARG00000016903	wdr5	Dr.13376.1.S2_at
ENSDARG00000016903	wdr5	Dr.13376.1.S1_at
ENSDARG00000100742	reep5	Dr.10285.1.S1_at
ENSDARG00000044596	pgap2	Dr.8665.1.A1_at
ENSDARG00000056832	exo1	Dr.17858.1.S1_at
ENSDARG00000026098	si:dkey-13a21.4	Dr.26150.1.A1_at
ENSDARG00000036135	bbox1	Dr.6143.1.A1_at
ENSDARG00000044596	pgap2	Dr.8665.1.A1_at
ENSDARG00000044596	pgap2	Dr.25278.1.A1_at
ENSDARG00000027078	cnppd1	Dr.116.1.S1_at
ENSDARG00000017311	gpsm2	Dr.12730.1.A1_at
ENSDARG00000014171	bloc1s1	Dr.20526.1.A1_at
ENSDARG00000003495	madd	Dr.7846.1.A1_at
ENSDARG00000003495	madd	Dr.7846.1.A1_at
ENSDARG00000038228	sepw2a	Dr.20495.2.A1_at
ENSDARG00000038228	sepw2a	Dr.20495.1.S1_at
ENSDARG00000007362	sft2d1	Dr.26479.1.S1_at
ENSDARG00000007362	sft2d1	Dr.14202.1.S1_s_at
ENSDARG00000015315	psmc5	Dr.777.1.A1_at
ENSDARG00000030110	myod1	Dr.5693.1.S1_at
ENSDARG00000038228	sepw2a	Dr.20495.2.A1_at
ENSDARG00000038228	sepw2a	Dr.20495.1.S1_at
ENSDARG00000003495	madd	Dr.7846.1.A1_at
ENSDARG00000020953	dnajb6b	Dr.14024.1.S1_at
ENSDARG00000068187	spg7	Dr.18511.1.A1_at
ENSDARG00000007362	sft2d1	Dr.26479.1.S1_at
ENSDARG00000007362	sft2d1	Dr.14202.1.S1_s_at
ENSDARG00000052859	chp1	Dr.4549.1.S1_at
ENSDARG00000039082	zgc:123010	Dr.13298.1.S1_at
ENSDARG00000039082	zgc:123010	Dr.9003.1.A1_at
ENSDARG00000052859	chp1	Dr.4549.1.S1_at
ENSDARG00000053068	cyp8b1	Dr.4242.1.A1_at
ENSDARG00000014427	mxe	Dr.12010.1.A1_at
ENSDARG00000096749	NDUFAF8	Dr.21422.1.A1_at
ENSDARG00000019496	esd	Dr.15151.1.S1_at
ENSDARG00000019496	esd	Dr.15151.2.A1_at
ENSDARG00000039082	zgc:123010	Dr.13298.1.S1_at
ENSDARG00000039082	zgc:123010	Dr.9003.1.A1_at
ENSDARG00000019496	esd	Dr.15151.1.S1_at
ENSDARG00000019496	esd	Dr.15151.2.A1_at
ENSDARG00000091477	znf1066	Dr.326.1.A1_at
ENSDARG00000091477	znf1066	Dr.326.1.A1_at
ENSDARG00000019496	esd	Dr.15151.1.S1_at
ENSDARG00000019496	esd	Dr.15151.2.A1_at
ENSDARG00000019496	esd	Dr.15151.1.S1_at
ENSDARG00000019496	esd	Dr.15151.2.A1_at
ENSDARG00000101190	cyp2k8	Dr.21704.2.S1_at
ENSDARG00000025859	lmf2b	Dr.17394.1.A1_at
ENSDARG00000102590	polr3h	Dr.13091.1.S1_at
ENSDARG00000044619	birc2	Dr.2849.1.S1_at
ENSDARG00000052840	ndufs4	Dr.12832.1.S1_at
ENSDARG00000044619	birc2	Dr.2849.1.S1_at
ENSDARG00000007294	aco2	Dr.2353.1.S1_at
ENSDARG00000087442	BX663613.1	Dr.14450.1.A1_at
ENSDARG00000087442	BX663613.1	Dr.14450.1.A1_at
ENSDARG00000020143	pah	Dr.4171.1.A1_at
ENSDARG00000061841	tiparp	Dr.5536.1.A1_at
ENSDARG00000056184	dvl2	Dr.5398.1.A1_at
ENSDARG00000056184	dvl2	Dr.24920.1.S1_at
ENSDARG00000056184	dvl2	Dr.3137.1.A1_at
ENSDARG00000007804	gas6	Dr.8959.1.S1_at
ENSDARG00000016038	hacd3	Dr.15374.1.A1_at
ENSDARG00000033251	osbpl3a	Dr.11205.1.A1_at
ENSDARG00000061841	tiparp	Dr.5536.1.A1_at
ENSDARG00000070981	ash1l	Dr.17322.1.A1_at
ENSDARG00000027495	elovl4b	Dr.25442.1.A1_at
ENSDARG00000016038	hacd3	Dr.15374.1.A1_at
ENSDARG00000060477	vps8	Dr.7064.1.S1_a_at
ENSDARG00000007804	gas6	Dr.8959.1.S1_at
ENSDARG00000041429	vwa9	Dr.7291.1.S1_at
ENSDARG00000060477	vps8	Dr.7064.1.S1_a_at
ENSDARG00000017454	nup50	Dr.4718.1.S1_at
ENSDARG00000011886	pdca	Dr.20660.1.A1_at
ENSDARG00000070000	txnipb	Dr.19356.1.A1_at
ENSDARG00000060477	vps8	Dr.7064.1.S1_a_at
ENSDARG00000070000	txnipb	Dr.19356.1.A1_at
ENSDARG00000037739	zgc:112980	Dr.4261.1.A1_at
ENSDARG00000017454	nup50	Dr.4718.1.S1_at
ENSDARG00000070000	txnipb	Dr.19356.1.A1_at
ENSDARG00000025554	wdr83os	Dr.5867.1.S1_at
ENSDARG00000002411	pde4cb	Dr.10973.1.A1_at
ENSDARG00000002411	pde4cb	Dr.10973.1.A1_at
ENSDARG00000017811	si:ch211-210c8.6	Dr.18661.1.A1_at
ENSDARG00000060477	vps8	Dr.7064.1.S1_a_at
ENSDARG00000002411	pde4cb	Dr.10973.1.A1_at
ENSDARG00000017811	si:ch211-210c8.6	Dr.18661.1.A1_at
ENSDARG00000025554	wdr83os	Dr.5867.1.S1_at
ENSDARG00000099455	ogt.2	Dr.12878.1.S1_at
ENSDARG00000099455	ogt.2	Dr.12878.3.A1_a_at
ENSDARG00000099455	ogt.2	Dr.12878.2.A1_at
ENSDARG00000099455	ogt.2	Dr.12878.1.S1_x_at
ENSDARG00000060477	vps8	Dr.7064.1.S1_a_at
ENSDARG00000037739	zgc:112980	Dr.4261.1.A1_at
ENSDARG00000063627	bop1	Dr.12295.2.A1_x_at
ENSDARG00000063627	bop1	Dr.12295.3.A1_at
ENSDARG00000063627	bop1	Dr.12295.2.A1_at
ENSDARG00000063627	bop1	Dr.12295.1.S1_at
ENSDARG00000053684	aldob	Dr.19224.1.S1_at
ENSDARG00000059760	wdtc1	Dr.3831.1.A1_at
ENSDARG00000063627	bop1	Dr.12295.2.A1_x_at
ENSDARG00000063627	bop1	Dr.12295.3.A1_at
ENSDARG00000063627	bop1	Dr.12295.2.A1_at
ENSDARG00000063627	bop1	Dr.12295.1.S1_at
ENSDARG00000053684	aldob	Dr.19224.1.S1_at
ENSDARG00000053684	aldob	Dr.19224.1.S1_at
ENSDARG00000061915	git2a	Dr.9573.1.A1_at
ENSDARG00000053684	aldob	Dr.19224.1.S1_at
ENSDARG00000044597	ncbp3	Dr.6976.1.S1_at
ENSDARG00000016319	c9	Dr.2452.2.A1_x_at
ENSDARG00000016319	c9	Dr.2452.2.A1_a_at
ENSDARG00000053684	aldob	Dr.19224.1.S1_at
ENSDARG00000032114	slain2	Dr.15206.1.A1_at
ENSDARG00000099455	ogt.2	Dr.12878.1.S1_at
ENSDARG00000099455	ogt.2	Dr.12878.3.A1_a_at
ENSDARG00000099455	ogt.2	Dr.12878.2.A1_at
ENSDARG00000099455	ogt.2	Dr.12878.1.S1_x_at
ENSDARG00000015853	rnps1	Dr.705.1.A1_at
ENSDARG00000041429	vwa9	Dr.7291.1.S1_at
ENSDARG00000006003	mycla	Dr.6829.1.A1_at
ENSDARG00000041429	vwa9	Dr.7291.1.S1_at
ENSDARG00000027915	zc2hc1a	Dr.21547.1.A1_at
ENSDARG00000041429	vwa9	Dr.7291.1.S1_at
ENSDARG00000040764	id1	Dr.541.1.S1_at
ENSDARG00000027915	zc2hc1a	Dr.21547.1.A1_at
ENSDARG00000010948	kif11	Dr.1557.1.S1_at
ENSDARG00000027915	zc2hc1a	Dr.21547.1.A1_at
ENSDARG00000010948	kif11	Dr.1557.1.S1_at
ENSDARG00000020986	ctu1	Dr.16543.1.S1_at
ENSDARG00000020986	ctu1	Dr.16543.1.S1_at
ENSDARG00000038754	plk3	Dr.2155.1.S1_at
ENSDARG00000007960	hnrnpaba	Dr.18836.1.A1_at
ENSDARG00000075798	usp38	Dr.15383.1.A1_at
ENSDARG00000075798	usp38	Dr.15383.1.A1_at
